frame,track_id,display_track_id,class_id,conf,x1,y1,x2,y2,team_id,notes
1,9,9,2,1.0,612.57,518.47,640.17,577.66,-1,cvat_interp
1,10,10,2,1.0,934.53,473.33,958.09,520.46,-1,cvat_keyframe
1,11,11,2,1.0,1126.11,478.68,1140.45,523.75,-1,cvat_keyframe
1,12,12,2,1.0,1190.49,451.92,1208.42,497.0,-1,cvat_keyframe
1,13,13,2,1.0,1148.62,548.85,1163.86,606.22,-1,cvat_interp
1,14,14,2,1.0,1276.9,524.84,1296.36,579.13,-1,cvat_interp
1,15,15,2,1.0,1325.72,561.14,1343.75,622.1,-1,cvat_interp
1,16,16,2,1.0,1828.72,550.02,1850.36,608.93,-1,cvat_interp
1,17,17,2,1.0,1302.31,516.42,1325.36,571.22,-1,cvat_interp
1,18,18,2,1.0,1315.12,415.17,1328.94,454.61,-1,cvat_keyframe
1,19,19,2,1.0,904.51,927.9,963.94,1031.46,-1,cvat_interp
1,20,20,3,1.0,300.4,415.46,324.1,454.7,-1,cvat_keyframe
1,21,21,3,1.0,735.95,572.74,758.89,635.23,-1,cvat_interp
1,22,22,1,1.0,1674.8,478.3,1692.0,525.58,-1,cvat_keyframe
1,24,24,0,1.0,1595.09,514.61,1603.3,522.31,-1,cvat_interp
2,0,0,2,1.0,442.73,717.82,481.8,799.72,-1,cvat_keyframe
2,1,1,2,1.0,683.0,616.9,718.8,686.4,-1,cvat_keyframe
2,2,2,2,1.0,619.4,588.5,654.8,656.73,-1,cvat_keyframe
2,3,3,2,1.0,355.08,574.6,382.23,645.66,-1,cvat_keyframe
2,4,4,2,1.0,509.15,531.83,540.02,586.64,-1,cvat_interp
2,5,5,2,1.0,436.52,482.78,462.5,530.92,-1,cvat_keyframe
2,6,6,2,1.0,499.7,432.92,519.0,474.92,-1,cvat_keyframe
2,7,7,2,1.0,747.43,427.8,761.8,469.4,-1,cvat_keyframe
2,8,8,2,1.0,774.53,523.93,804.13,580.49,-1,cvat_interp
2,9,9,2,1.0,612.94,518.31,640.47,577.28,-1,cvat_interp
2,10,10,2,1.0,935.68,473.33,958.4,520.46,-1,cvat_interp
2,11,11,2,1.0,1126.11,478.68,1146.2,523.75,-1,cvat_keyframe
2,12,12,2,1.0,1190.08,452.04,1208.01,497.0,-1,cvat_interp
2,13,13,2,1.0,1150.8,548.85,1163.86,606.22,-1,cvat_keyframe
2,14,14,2,1.0,1276.23,524.9,1295.69,579.19,-1,cvat_interp
2,15,15,2,1.0,1325.72,561.14,1345.9,622.1,-1,cvat_keyframe
2,16,16,2,1.0,1827.19,550.17,1848.96,609.07,-1,cvat_interp
2,17,17,2,1.0,1301.95,516.25,1325.0,571.06,-1,cvat_interp
2,18,18,2,1.0,1315.13,415.6,1328.96,454.77,-1,cvat_interp
2,19,19,2,1.0,905.8,926.9,961.8,1031.46,-1,cvat_keyframe
2,20,20,3,1.0,305.16,416.82,325.46,456.06,-1,cvat_keyframe
2,21,21,3,1.0,736.97,572.74,760.6,635.23,-1,cvat_keyframe
2,22,22,1,1.0,1673.3,478.3,1692.9,527.7,-1,cvat_keyframe
2,24,24,0,1.0,1594.98,514.72,1603.2,522.42,-1,cvat_interp
3,0,0,2,1.0,443.54,717.82,484.7,799.71,-1,cvat_interp
3,1,1,2,1.0,679.29,617.2,717.6,684.7,-1,cvat_interp
3,2,2,2,1.0,617.54,588.88,655.75,656.07,-1,cvat_interp
3,3,3,2,1.0,355.53,574.6,382.49,644.81,-1,cvat_interp
3,4,4,2,1.0,509.69,531.7,540.57,586.02,-1,cvat_interp
3,5,5,2,1.0,438.08,482.96,463.34,531.21,-1,cvat_interp
3,6,6,2,1.0,499.6,433.96,520.25,474.46,-1,cvat_interp
3,7,7,2,1.0,747.97,427.92,762.77,469.24,-1,cvat_interp
3,8,8,2,1.0,773.99,524.02,802.52,580.18,-1,cvat_interp
3,9,9,2,1.0,613.3,518.15,640.77,576.9,-1,cvat_interp
3,10,10,2,1.0,936.82,473.33,958.71,520.46,-1,cvat_interp
3,11,11,2,1.0,1127.24,478.99,1147.33,524.06,-1,cvat_interp
3,12,12,2,1.0,1189.67,452.16,1207.6,497.0,-1,cvat_interp
3,13,13,2,1.0,1151.59,549.05,1164.65,606.42,-1,cvat_interp
3,14,14,2,1.0,1275.55,524.96,1295.02,579.25,-1,cvat_interp
3,15,15,2,1.0,1326.61,561.7,1346.8,622.65,-1,cvat_interp
3,16,16,2,1.0,1825.67,550.31,1847.57,609.22,-1,cvat_interp
3,17,17,2,1.0,1301.59,516.09,1324.64,570.9,-1,cvat_interp
3,18,18,2,1.0,1315.15,416.03,1328.98,454.94,-1,cvat_interp
3,19,19,2,1.0,906.9,926.44,957.85,1030.02,-1,cvat_interp
3,20,20,3,1.0,307.64,417.13,327.94,456.1,-1,cvat_interp
3,21,21,3,1.0,737.56,572.74,760.6,635.23,-1,cvat_interp
3,22,22,1,1.0,1672.35,478.48,1692.3,527.69,-1,cvat_interp
3,24,24,0,1.0,1594.88,514.82,1603.09,522.52,-1,cvat_interp
4,0,0,2,1.0,444.35,717.82,487.6,799.7,-1,cvat_keyframe
4,1,1,2,1.0,675.58,617.5,716.4,683.0,-1,cvat_keyframe
4,2,2,2,1.0,615.67,589.26,656.7,655.4,-1,cvat_keyframe
4,3,3,2,1.0,355.99,574.6,382.75,643.97,-1,cvat_interp
4,4,4,2,1.0,510.24,531.58,541.12,585.39,-1,cvat_keyframe
4,5,5,2,1.0,439.64,483.13,464.18,531.49,-1,cvat_interp
4,6,6,2,1.0,499.5,435.0,521.5,474.0,-1,cvat_keyframe
4,7,7,2,1.0,748.51,428.05,763.74,469.08,-1,cvat_interp
4,8,8,2,1.0,773.46,524.1,800.9,579.87,-1,cvat_keyframe
4,9,9,2,1.0,613.66,517.99,641.07,576.52,-1,cvat_keyframe
4,10,10,2,1.0,937.96,473.33,959.02,520.46,-1,cvat_interp
4,11,11,2,1.0,1128.37,479.3,1148.46,524.37,-1,cvat_interp
4,12,12,2,1.0,1189.25,452.27,1207.18,497.0,-1,cvat_interp
4,13,13,2,1.0,1152.38,549.25,1165.44,606.61,-1,cvat_interp
4,14,14,2,1.0,1274.88,525.02,1294.34,579.31,-1,cvat_interp
4,15,15,2,1.0,1327.51,562.26,1347.69,623.21,-1,cvat_interp
4,16,16,2,1.0,1824.14,550.46,1846.17,609.36,-1,cvat_interp
4,17,17,2,1.0,1301.23,515.92,1324.28,570.73,-1,cvat_interp
4,18,18,2,1.0,1315.16,416.46,1328.99,455.1,-1,cvat_interp
4,19,19,2,1.0,908.0,925.98,953.9,1028.58,-1,cvat_interp
4,20,20,3,1.0,310.11,417.43,330.41,456.13,-1,cvat_interp
4,21,21,3,1.0,738.16,572.74,760.6,635.23,-1,cvat_interp
4,22,22,1,1.0,1671.4,478.65,1691.7,527.68,-1,cvat_interp
4,24,24,0,1.0,1594.77,514.93,1602.98,522.63,-1,cvat_interp
5,0,0,2,1.0,445.15,717.82,487.15,799.7,-1,cvat_interp
5,1,1,2,1.0,673.37,617.42,713.23,682.78,-1,cvat_interp
5,2,2,2,1.0,613.81,589.64,653.75,655.25,-1,cvat_interp
5,3,3,2,1.0,356.44,574.6,383.01,643.12,-1,cvat_interp
5,4,4,2,1.0,509.36,531.84,540.24,585.16,-1,cvat_interp
5,5,5,2,1.0,441.2,483.31,465.01,531.78,-1,cvat_interp
5,6,6,2,1.0,500.49,434.78,521.75,474.16,-1,cvat_interp
5,7,7,2,1.0,749.04,428.17,764.71,468.92,-1,cvat_interp
5,8,8,2,1.0,772.92,524.19,800.54,579.55,-1,cvat_interp
5,9,9,2,1.0,612.96,517.94,640.31,576.24,-1,cvat_interp
5,10,10,2,1.0,939.1,473.33,959.33,520.46,-1,cvat_interp
5,11,11,2,1.0,1129.5,479.61,1149.59,524.68,-1,cvat_interp
5,12,12,2,1.0,1188.84,452.39,1206.77,497.0,-1,cvat_interp
5,13,13,2,1.0,1153.17,549.44,1166.23,606.81,-1,cvat_interp
5,14,14,2,1.0,1274.21,525.08,1293.67,579.37,-1,cvat_interp
5,15,15,2,1.0,1328.41,562.81,1348.59,623.76,-1,cvat_interp
5,16,16,2,1.0,1822.62,550.61,1844.77,609.51,-1,cvat_interp
5,17,17,2,1.0,1300.88,515.76,1323.92,570.57,-1,cvat_interp
5,18,18,2,1.0,1315.18,416.89,1329.01,455.27,-1,cvat_interp
5,19,19,2,1.0,909.1,925.52,949.95,1027.14,-1,cvat_interp
5,20,20,3,1.0,312.58,417.74,332.88,456.16,-1,cvat_interp
5,21,21,3,1.0,738.75,572.74,760.6,635.23,-1,cvat_interp
5,22,22,1,1.0,1670.44,478.83,1691.1,527.66,-1,cvat_interp
5,24,24,0,1.0,1594.66,515.04,1602.87,522.74,-1,cvat_interp
6,0,0,2,1.0,445.96,717.82,486.7,799.71,-1,cvat_interp
6,1,1,2,1.0,671.15,617.35,710.06,682.55,-1,cvat_interp
6,2,2,2,1.0,611.95,590.02,650.8,655.1,-1,cvat_interp
6,3,3,2,1.0,356.89,574.6,383.27,642.28,-1,cvat_interp
6,4,4,2,1.0,508.49,532.11,539.36,584.92,-1,cvat_interp
6,5,5,2,1.0,442.75,483.49,465.85,532.06,-1,cvat_interp
6,6,6,2,1.0,501.48,434.57,522.0,474.32,-1,cvat_interp
6,7,7,2,1.0,749.58,428.3,765.68,468.76,-1,cvat_interp
6,8,8,2,1.0,772.38,524.28,800.18,579.24,-1,cvat_interp
6,9,9,2,1.0,612.27,517.88,639.55,575.96,-1,cvat_interp
6,10,10,2,1.0,940.25,473.33,959.64,520.46,-1,cvat_interp
6,11,11,2,1.0,1130.63,479.92,1150.72,524.99,-1,cvat_interp
6,12,12,2,1.0,1188.43,452.5,1206.36,497.0,-1,cvat_interp
6,13,13,2,1.0,1153.95,549.64,1167.01,607.01,-1,cvat_interp
6,14,14,2,1.0,1273.54,525.14,1293.0,579.43,-1,cvat_interp
6,15,15,2,1.0,1329.3,563.37,1349.48,624.32,-1,cvat_interp
6,16,16,2,1.0,1821.09,550.75,1843.38,609.66,-1,cvat_interp
6,17,17,2,1.0,1300.52,515.6,1323.57,570.4,-1,cvat_interp
6,18,18,2,1.0,1315.2,417.32,1329.03,455.43,-1,cvat_interp
6,19,19,2,1.0,910.2,925.06,946.0,1025.7,-1,cvat_keyframe
6,20,20,3,1.0,315.06,418.04,335.36,456.2,-1,cvat_interp
6,21,21,3,1.0,739.34,572.74,760.6,635.23,-1,cvat_interp
6,22,22,1,1.0,1669.49,479.0,1690.5,527.65,-1,cvat_interp
6,24,24,0,1.0,1594.55,515.15,1602.76,522.85,-1,cvat_interp
7,0,0,2,1.0,446.77,717.82,486.25,799.71,-1,cvat_interp
7,1,1,2,1.0,668.94,617.27,706.88,682.33,-1,cvat_interp
7,2,2,2,1.0,610.08,590.4,647.85,654.95,-1,cvat_interp
7,3,3,2,1.0,357.34,574.6,383.52,641.43,-1,cvat_interp
7,4,4,2,1.0,507.61,532.37,538.49,584.68,-1,cvat_interp
7,5,5,2,1.0,444.31,483.67,466.69,532.35,-1,cvat_interp
7,6,6,2,1.0,502.46,434.35,522.24,474.48,-1,cvat_interp
7,7,7,2,1.0,750.12,428.42,766.65,468.6,-1,cvat_interp
7,8,8,2,1.0,771.84,524.36,799.81,578.93,-1,cvat_interp
7,9,9,2,1.0,611.57,517.83,638.79,575.68,-1,cvat_interp
7,10,10,2,1.0,941.39,473.33,959.95,520.46,-1,cvat_interp
7,11,11,2,1.0,1131.76,480.23,1151.85,525.3,-1,cvat_interp
7,12,12,2,1.0,1188.02,452.62,1205.94,497.0,-1,cvat_interp
7,13,13,2,1.0,1154.74,549.84,1167.8,607.2,-1,cvat_interp
7,14,14,2,1.0,1272.86,525.2,1292.33,579.49,-1,cvat_interp
7,15,15,2,1.0,1330.2,563.92,1350.38,624.88,-1,cvat_interp
7,16,16,2,1.0,1819.57,550.9,1841.98,609.8,-1,cvat_interp
7,17,17,2,1.0,1300.16,515.43,1323.21,570.24,-1,cvat_interp
7,18,18,2,1.0,1315.21,417.75,1329.04,455.6,-1,cvat_interp
7,19,19,2,1.0,905.82,924.6,944.99,1026.38,-1,cvat_interp
7,20,20,3,1.0,317.53,418.35,337.83,456.23,-1,cvat_interp
7,21,21,3,1.0,739.93,572.74,760.6,635.23,-1,cvat_interp
7,22,22,1,1.0,1668.54,479.18,1689.9,527.64,-1,cvat_interp
7,24,24,0,1.0,1594.44,515.26,1602.66,522.96,-1,cvat_interp
8,0,0,2,1.0,447.57,717.82,485.8,799.71,-1,cvat_interp
8,1,1,2,1.0,666.72,617.2,703.71,682.1,-1,cvat_interp
8,2,2,2,1.0,608.22,590.78,644.9,654.8,-1,cvat_interp
8,3,3,2,1.0,357.79,574.6,383.78,640.59,-1,cvat_interp
8,4,4,2,1.0,506.73,532.64,537.61,584.45,-1,cvat_interp
8,5,5,2,1.0,445.87,483.85,467.53,532.63,-1,cvat_interp
8,6,6,2,1.0,503.45,434.14,522.49,474.64,-1,cvat_interp
8,7,7,2,1.0,750.66,428.55,767.62,468.44,-1,cvat_interp
8,8,8,2,1.0,771.3,524.45,799.45,578.61,-1,cvat_interp
8,9,9,2,1.0,610.88,517.77,638.04,575.41,-1,cvat_interp
8,10,10,2,1.0,942.53,473.33,960.26,520.46,-1,cvat_interp
8,11,11,2,1.0,1132.89,480.54,1152.98,525.61,-1,cvat_interp
8,12,12,2,1.0,1187.6,452.74,1205.53,497.0,-1,cvat_interp
8,13,13,2,1.0,1155.53,550.03,1168.59,607.4,-1,cvat_interp
8,14,14,2,1.0,1272.19,525.26,1291.66,579.55,-1,cvat_interp
8,15,15,2,1.0,1331.09,564.48,1351.28,625.43,-1,cvat_interp
8,16,16,2,1.0,1818.04,551.05,1840.58,609.95,-1,cvat_interp
8,17,17,2,1.0,1299.8,515.27,1322.85,570.07,-1,cvat_interp
8,18,18,2,1.0,1315.23,418.18,1329.06,455.76,-1,cvat_interp
8,19,19,2,1.0,901.44,924.14,943.98,1027.07,-1,cvat_interp
8,20,20,3,1.0,320.0,418.65,340.3,456.27,-1,cvat_interp
8,21,21,3,1.0,740.53,572.74,760.6,635.23,-1,cvat_interp
8,22,22,1,1.0,1667.59,479.36,1689.3,527.63,-1,cvat_interp
8,24,24,0,1.0,1594.34,515.36,1602.55,523.06,-1,cvat_interp
9,0,0,2,1.0,448.38,717.82,485.35,799.71,-1,cvat_interp
9,1,1,2,1.0,664.51,617.12,700.54,681.88,-1,cvat_interp
9,2,2,2,1.0,606.35,591.16,641.95,654.65,-1,cvat_interp
9,3,3,2,1.0,358.24,574.6,384.04,639.74,-1,cvat_interp
9,4,4,2,1.0,505.85,532.9,536.73,584.21,-1,cvat_interp
9,5,5,2,1.0,447.43,484.03,468.36,532.92,-1,cvat_interp
9,6,6,2,1.0,504.44,433.92,522.74,474.8,-1,cvat_interp
9,7,7,2,1.0,751.19,428.67,768.59,468.28,-1,cvat_interp
9,8,8,2,1.0,770.77,524.54,799.09,578.3,-1,cvat_interp
9,9,9,2,1.0,610.18,517.72,637.28,575.13,-1,cvat_interp
9,10,10,2,1.0,943.67,473.33,960.57,520.46,-1,cvat_interp
9,11,11,2,1.0,1134.02,480.85,1154.11,525.92,-1,cvat_interp
9,12,12,2,1.0,1187.19,452.85,1205.12,497.0,-1,cvat_interp
9,13,13,2,1.0,1156.32,550.23,1169.38,607.6,-1,cvat_interp
9,14,14,2,1.0,1271.52,525.31,1290.98,579.61,-1,cvat_interp
9,15,15,2,1.0,1331.99,565.03,1352.17,625.99,-1,cvat_interp
9,16,16,2,1.0,1816.52,551.19,1839.19,610.1,-1,cvat_interp
9,17,17,2,1.0,1299.44,515.1,1322.49,569.91,-1,cvat_interp
9,18,18,2,1.0,1315.25,418.61,1329.08,455.93,-1,cvat_interp
9,19,19,2,1.0,897.06,923.68,942.96,1027.75,-1,cvat_interp
9,20,20,3,1.0,322.48,418.96,342.78,456.3,-1,cvat_interp
9,21,21,3,1.0,741.12,572.74,760.6,635.23,-1,cvat_interp
9,22,22,1,1.0,1666.63,479.53,1688.7,527.61,-1,cvat_interp
9,24,24,0,1.0,1594.23,515.47,1602.44,523.17,-1,cvat_interp
10,0,0,2,1.0,449.19,717.82,484.9,799.72,-1,cvat_interp
10,1,1,2,1.0,662.29,617.05,697.37,681.65,-1,cvat_interp
10,2,2,2,1.0,604.49,591.54,639.0,654.5,-1,cvat_interp
10,3,3,2,1.0,358.7,574.6,384.3,638.9,-1,cvat_keyframe
10,4,4,2,1.0,504.98,533.17,535.86,583.97,-1,cvat_interp
10,5,5,2,1.0,448.99,484.21,469.2,533.2,-1,cvat_keyframe
10,6,6,2,1.0,505.43,433.71,522.99,474.96,-1,cvat_interp
10,7,7,2,1.0,751.73,428.8,769.56,468.12,-1,cvat_interp
10,8,8,2,1.0,770.23,524.63,798.73,577.98,-1,cvat_interp
10,9,9,2,1.0,609.48,517.66,636.52,574.85,-1,cvat_interp
10,10,10,2,1.0,944.82,473.33,960.88,520.46,-1,cvat_interp
10,11,11,2,1.0,1135.15,481.16,1155.24,526.23,-1,cvat_interp
10,12,12,2,1.0,1186.78,452.97,1204.7,497.0,-1,cvat_interp
10,13,13,2,1.0,1157.11,550.43,1170.17,607.8,-1,cvat_interp
10,14,14,2,1.0,1270.85,525.37,1290.31,579.67,-1,cvat_interp
10,15,15,2,1.0,1332.89,565.59,1353.07,626.54,-1,cvat_interp
10,16,16,2,1.0,1814.99,551.34,1837.79,610.24,-1,cvat_interp
10,17,17,2,1.0,1299.08,514.94,1322.13,569.75,-1,cvat_interp
10,18,18,2,1.0,1315.26,419.04,1329.09,456.09,-1,cvat_interp
10,19,19,2,1.0,892.68,923.22,941.95,1028.43,-1,cvat_interp
10,20,20,3,1.0,324.95,419.26,345.25,456.33,-1,cvat_interp
10,21,21,3,1.0,741.71,572.74,760.6,635.23,-1,cvat_interp
10,22,22,1,1.0,1665.68,479.71,1688.1,527.6,-1,cvat_keyframe
10,24,24,0,1.0,1594.12,515.58,1602.33,523.28,-1,cvat_keyframe
11,0,0,2,1.0,449.99,717.82,484.45,799.72,-1,cvat_interp
11,1,1,2,1.0,660.08,616.97,694.19,681.43,-1,cvat_interp
11,2,2,2,1.0,602.63,591.92,636.05,654.35,-1,cvat_interp
11,3,3,2,1.0,359.15,574.6,383.26,639.05,-1,cvat_interp
11,4,4,2,1.0,504.1,533.43,534.98,583.74,-1,cvat_interp
11,5,5,2,1.0,450.54,484.39,468.0,532.96,-1,cvat_interp
11,6,6,2,1.0,506.41,433.49,523.23,475.12,-1,cvat_interp
11,7,7,2,1.0,752.27,428.93,770.53,467.96,-1,cvat_interp
11,8,8,2,1.0,769.69,524.71,798.36,577.67,-1,cvat_interp
11,9,9,2,1.0,608.79,517.61,635.76,574.58,-1,cvat_interp
11,10,10,2,1.0,945.96,473.33,961.19,520.46,-1,cvat_interp
11,11,11,2,1.0,1136.28,481.47,1156.37,526.54,-1,cvat_interp
11,12,12,2,1.0,1186.36,453.08,1204.29,497.0,-1,cvat_interp
11,13,13,2,1.0,1157.9,550.63,1170.96,607.99,-1,cvat_interp
11,14,14,2,1.0,1270.18,525.43,1289.64,579.73,-1,cvat_interp
11,15,15,2,1.0,1333.78,566.14,1353.96,627.1,-1,cvat_interp
11,16,16,2,1.0,1813.47,551.48,1836.4,610.39,-1,cvat_interp
11,17,17,2,1.0,1298.72,514.77,1321.77,569.58,-1,cvat_interp
11,18,18,2,1.0,1315.28,419.47,1329.11,456.26,-1,cvat_interp
11,19,19,2,1.0,888.3,922.76,940.94,1029.12,-1,cvat_interp
11,20,20,3,1.0,327.42,419.57,347.72,456.37,-1,cvat_interp
11,21,21,3,1.0,742.31,572.74,760.6,635.23,-1,cvat_interp
11,22,22,1,1.0,1664.73,479.88,1685.74,528.53,-1,cvat_interp
11,24,24,0,1.0,1593.73,515.77,1601.95,523.47,-1,cvat_interp
12,0,0,2,1.0,450.8,717.82,484.0,799.72,-1,cvat_keyframe
12,1,1,2,1.0,657.86,616.9,691.02,681.2,-1,cvat_keyframe
12,2,2,2,1.0,600.76,592.3,633.1,654.2,-1,cvat_keyframe
12,3,3,2,1.0,359.6,574.6,382.23,639.2,-1,cvat_keyframe
12,4,4,2,1.0,503.22,533.7,534.1,583.5,-1,cvat_keyframe
12,5,5,2,1.0,452.1,484.57,466.8,532.72,-1,cvat_keyframe
12,6,6,2,1.0,507.4,433.28,523.48,475.28,-1,cvat_keyframe
12,7,7,2,1.0,752.81,429.05,771.5,467.8,-1,cvat_keyframe
12,8,8,2,1.0,769.15,524.8,798.0,577.36,-1,cvat_keyframe
12,9,9,2,1.0,608.09,517.56,635.0,574.3,-1,cvat_keyframe
12,10,10,2,1.0,947.1,473.33,961.5,520.46,-1,cvat_keyframe
12,11,11,2,1.0,1137.41,481.78,1157.5,526.85,-1,cvat_keyframe
12,12,12,2,1.0,1185.95,453.2,1203.88,497.0,-1,cvat_keyframe
12,13,13,2,1.0,1158.69,550.82,1171.74,608.19,-1,cvat_keyframe
12,14,14,2,1.0,1269.5,525.49,1288.97,579.79,-1,cvat_keyframe
12,15,15,2,1.0,1334.68,566.7,1354.86,627.65,-1,cvat_keyframe
12,16,16,2,1.0,1811.95,551.63,1835.0,610.53,-1,cvat_keyframe
12,17,17,2,1.0,1298.37,514.61,1321.42,569.42,-1,cvat_keyframe
12,18,18,2,1.0,1315.3,419.9,1329.13,456.42,-1,cvat_keyframe
12,19,19,2,1.0,883.93,922.3,939.93,1029.8,-1,cvat_keyframe
12,20,20,3,1.0,329.9,419.87,350.2,456.4,-1,cvat_keyframe
12,21,21,3,1.0,742.9,572.74,760.6,635.23,-1,cvat_keyframe
12,22,22,1,1.0,1663.78,480.06,1683.38,529.45,-1,cvat_keyframe
12,24,24,0,1.0,1593.35,515.97,1601.56,523.67,-1,cvat_interp
13,0,0,2,1.0,450.45,717.73,483.9,799.62,-1,cvat_interp
13,1,1,2,1.0,655.53,616.68,688.35,680.84,-1,cvat_interp
13,2,2,2,1.0,598.95,592.32,631.21,654.22,-1,cvat_interp
13,3,3,2,1.0,359.42,574.21,382.86,638.57,-1,cvat_interp
13,4,4,2,1.0,502.44,533.63,532.76,583.43,-1,cvat_interp
13,5,5,2,1.0,451.61,484.57,468.15,532.78,-1,cvat_interp
13,6,6,2,1.0,507.33,433.78,523.96,475.26,-1,cvat_interp
13,7,7,2,1.0,752.81,429.38,771.5,467.8,-1,cvat_interp
13,8,8,2,1.0,767.99,524.6,796.84,577.16,-1,cvat_interp
13,9,9,2,1.0,606.87,517.24,633.46,573.99,-1,cvat_interp
13,10,10,2,1.0,947.62,473.41,962.02,520.53,-1,cvat_interp
13,11,11,2,1.0,1138.11,481.89,1158.2,526.96,-1,cvat_interp
13,12,12,2,1.0,1184.99,453.21,1202.91,497.01,-1,cvat_interp
13,13,13,2,1.0,1158.17,550.82,1172.26,608.19,-1,cvat_interp
13,14,14,2,1.0,1268.75,525.4,1288.22,579.7,-1,cvat_interp
13,15,15,2,1.0,1334.8,567.18,1354.99,628.14,-1,cvat_interp
13,16,16,2,1.0,1810.73,551.73,1834.15,610.12,-1,cvat_interp
13,17,17,2,1.0,1297.96,514.78,1321.01,569.59,-1,cvat_interp
13,18,18,2,1.0,1315.01,419.9,1329.05,456.42,-1,cvat_interp
13,19,19,2,1.0,883.86,921.7,939.29,1028.6,-1,cvat_interp
13,20,20,3,1.0,331.61,419.99,351.91,456.52,-1,cvat_interp
13,21,21,3,1.0,742.54,572.74,761.64,634.97,-1,cvat_interp
13,22,22,1,1.0,1661.42,479.98,1681.63,529.38,-1,cvat_interp
13,24,24,0,1.0,1592.96,516.16,1601.17,523.86,-1,cvat_interp
14,0,0,2,1.0,450.09,717.63,483.8,799.53,-1,cvat_interp
14,1,1,2,1.0,653.2,616.47,685.68,680.48,-1,cvat_interp
14,2,2,2,1.0,597.14,592.34,629.33,654.24,-1,cvat_interp
14,3,3,2,1.0,359.25,573.83,383.5,637.94,-1,cvat_interp
14,4,4,2,1.0,501.65,533.56,531.42,583.36,-1,cvat_interp
14,5,5,2,1.0,451.13,484.57,469.5,532.84,-1,cvat_interp
14,6,6,2,1.0,507.26,434.28,524.44,475.24,-1,cvat_interp
14,7,7,2,1.0,752.81,429.7,771.5,467.8,-1,cvat_interp
14,8,8,2,1.0,766.82,524.41,795.67,576.96,-1,cvat_interp
14,9,9,2,1.0,605.64,516.93,631.92,573.68,-1,cvat_interp
14,10,10,2,1.0,948.14,473.48,962.54,520.6,-1,cvat_interp
14,11,11,2,1.0,1138.81,481.99,1158.9,527.07,-1,cvat_interp
14,12,12,2,1.0,1184.02,453.23,1201.95,497.03,-1,cvat_interp
14,13,13,2,1.0,1157.65,550.82,1172.78,608.19,-1,cvat_interp
14,14,14,2,1.0,1268.0,525.32,1287.46,579.61,-1,cvat_interp
14,15,15,2,1.0,1334.93,567.67,1355.11,628.62,-1,cvat_interp
14,16,16,2,1.0,1809.5,551.82,1833.3,609.7,-1,cvat_keyframe
