frame,track_id,display_track_id,class_id,conf,x1,y1,x2,y2,team_id,notes
4,5,5,2,1.0,1568.7,429.7,1598.9,498.16,-1,cvat_interp
4,6,6,1,1.0,1402.46,359.4,1425.98,416.18,-1,cvat_interp
4,7,7,2,1.0,1254.39,336.34,1276.45,390.34,-1,cvat_interp
4,8,8,2,1.0,680.49,312.87,701.98,362.76,-1,cvat_interp
4,9,9,2,1.0,436.54,376.69,464.4,440.97,-1,cvat_interp
4,10,10,2,1.0,484.16,401.53,510.31,466.54,-1,cvat_interp
4,11,11,3,1.0,578.33,438.85,604.64,509.54,-1,cvat_interp
4,12,12,2,1.0,73.46,489.06,110.29,564.38,-1,cvat_interp
4,13,13,0,1.0,1259.94,383.25,1269.04,391.29,-1,cvat_interp
4,15,15,2,1.0,992.12,433.36,1020.24,506.55,-1,cvat_interp
5,0,0,2,1.0,1094.66,632.64,1131.72,726.82,-1,cvat_interp
5,1,1,2,1.0,657.67,496.31,684.07,568.7,-1,cvat_interp
5,2,2,2,1.0,807.36,405.0,829.36,470.43,-1,cvat_interp
5,3,3,2,1.0,895.01,408.63,917.35,473.82,-1,cvat_interp
5,4,4,2,1.0,1682.74,671.69,1734.19,774.59,-1,cvat_interp
5,5,5,2,1.0,1568.7,429.7,1598.9,498.85,-1,cvat_interp
5,6,6,1,1.0,1402.8,360.0,1427.01,416.98,-1,cvat_interp
5,7,7,2,1.0,1254.43,336.57,1276.83,391.04,-1,cvat_interp
5,8,8,2,1.0,680.04,313.45,701.52,363.33,-1,cvat_interp
5,9,9,2,1.0,435.77,377.08,465.42,441.36,-1,cvat_interp
5,10,10,2,1.0,483.65,401.91,511.08,466.92,-1,cvat_interp
5,11,11,3,1.0,578.71,439.36,605.03,510.05,-1,cvat_interp
5,12,12,2,1.0,73.46,489.19,110.16,565.14,-1,cvat_interp
5,13,13,0,1.0,1260.95,383.57,1269.97,391.61,-1,cvat_interp
5,15,15,2,1.0,992.9,434.25,1020.5,506.91,-1,cvat_interp
6,0,0,2,1.0,1093.93,632.82,1131.72,727.19,-1,cvat_interp
6,1,1,2,1.0,659.04,496.65,685.44,569.04,-1,cvat_interp
6,2,2,2,1.0,807.13,405.46,829.13,470.89,-1,cvat_interp
6,3,3,2,1.0,895.81,408.75,918.38,473.94,-1,cvat_interp
6,4,4,2,1.0,1685.15,671.83,1736.6,774.73,-1,cvat_interp
6,5,5,2,1.0,1568.7,429.7,1598.9,499.54,-1,cvat_interp
6,6,6,1,1.0,1403.14,360.6,1428.04,417.78,-1,cvat_keyframe
6,7,7,2,1.0,1254.48,336.8,1277.22,391.73,-1,cvat_interp
6,8,8,2,1.0,679.58,314.02,701.06,363.9,-1,cvat_interp
6,9,9,2,1.0,435.01,377.46,466.45,441.74,-1,cvat_interp
6,10,10,2,1.0,483.14,402.3,511.84,467.3,-1,cvat_interp
6,11,11,3,1.0,579.1,439.87,605.41,510.56,-1,cvat_interp
6,12,12,2,1.0,73.47,489.32,110.04,565.91,-1,cvat_interp
6,13,13,0,1.0,1261.95,383.89,1270.89,391.94,-1,cvat_interp
6,15,15,2,1.0,993.68,435.14,1020.76,507.28,-1,cvat_interp
7,0,0,2,1.0,1093.2,633.0,1131.72,727.55,-1,cvat_interp
7,1,1,2,1.0,660.42,497.0,686.82,569.39,-1,cvat_interp
7,2,2,2,1.0,806.9,405.92,828.9,471.35,-1,cvat_interp
7,3,3,2,1.0,896.61,408.86,919.41,474.05,-1,cvat_interp
7,4,4,2,1.0,1687.55,671.97,1739.0,774.87,-1,cvat_interp
7,5,5,2,1.0,1568.7,429.7,1598.9,500.23,-1,cvat_interp
7,6,6,1,1.0,1403.48,361.7,1429.07,418.58,-1,cvat_interp
7,7,7,2,1.0,1254.52,337.03,1277.6,392.42,-1,cvat_interp
7,8,8,2,1.0,679.12,314.59,700.6,364.48,-1,cvat_interp
7,9,9,2,1.0,434.24,377.84,467.47,442.12,-1,cvat_interp
7,10,10,2,1.0,482.63,402.68,512.61,467.68,-1,cvat_interp
7,11,11,3,1.0,579.48,440.38,605.79,511.07,-1,cvat_interp
7,12,12,2,1.0,73.48,489.44,109.91,566.68,-1,cvat_interp
7,13,13,0,1.0,1262.95,384.21,1271.82,392.26,-1,cvat_interp
7,15,15,2,1.0,994.46,436.03,1021.02,507.65,-1,cvat_interp
8,0,0,2,1.0,1092.46,633.19,1131.72,727.91,-1,cvat_interp
8,1,1,2,1.0,661.79,497.34,688.19,569.73,-1,cvat_interp
8,2,2,2,1.0,806.67,406.38,828.67,471.81,-1,cvat_interp
8,3,3,2,1.0,897.41,408.98,920.44,474.16,-1,cvat_interp
8,4,4,2,1.0,1689.96,672.12,1741.41,775.02,-1,cvat_interp
8,5,5,2,1.0,1568.7,429.7,1598.9,500.92,-1,cvat_interp
8,6,6,1,1.0,1403.82,362.81,1430.1,419.38,-1,cvat_interp
8,7,7,2,1.0,1254.56,337.27,1277.98,393.11,-1,cvat_interp
8,8,8,2,1.0,678.66,315.16,700.15,365.05,-1,cvat_interp
8,9,9,2,1.0,433.48,378.22,468.5,442.5,-1,cvat_interp
8,10,10,2,1.0,482.12,403.06,513.37,468.07,-1,cvat_interp
8,11,11,3,1.0,579.86,440.89,606.18,511.58,-1,cvat_interp
8,12,12,2,1.0,73.49,489.57,109.78,567.44,-1,cvat_interp
8,13,13,0,1.0,1263.96,384.54,1272.75,392.58,-1,cvat_interp
8,15,15,2,1.0,995.24,436.92,1021.28,508.01,-1,cvat_interp
9,0,0,2,1.0,1091.73,633.37,1131.72,728.28,-1,cvat_interp
9,1,1,2,1.0,663.16,497.68,689.56,570.07,-1,cvat_interp
9,2,2,2,1.0,806.44,406.84,828.45,472.26,-1,cvat_interp
9,3,3,2,1.0,898.21,409.09,921.47,474.28,-1,cvat_interp
9,4,4,2,1.0,1692.36,672.26,1743.81,775.16,-1,cvat_interp
9,5,5,2,1.0,1568.7,429.7,1598.9,501.61,-1,cvat_interp
9,6,6,1,1.0,1404.16,363.91,1431.13,420.18,-1,cvat_interp
9,7,7,2,1.0,1254.6,337.5,1278.36,393.8,-1,cvat_interp
9,8,8,2,1.0,678.2,315.73,699.69,365.62,-1,cvat_interp
9,9,9,2,1.0,432.71,378.61,469.52,442.89,-1,cvat_interp
9,10,10,2,1.0,481.61,403.44,514.14,468.45,-1,cvat_interp
9,11,11,3,1.0,580.24,441.4,606.56,512.09,-1,cvat_interp
9,12,12,2,1.0,73.49,489.7,109.65,568.21,-1,cvat_interp
9,13,13,0,1.0,1264.96,384.86,1273.67,392.91,-1,cvat_interp
9,15,15,2,1.0,996.02,437.81,1021.54,508.38,-1,cvat_interp
10,0,0,2,1.0,1091.0,633.56,1131.72,728.64,-1,cvat_keyframe
10,1,1,2,1.0,664.54,498.03,690.94,570.42,-1,cvat_keyframe
10,2,2,2,1.0,806.21,407.29,828.22,472.72,-1,cvat_keyframe
10,3,3,2,1.0,899.01,409.21,922.5,474.39,-1,cvat_keyframe
10,4,4,2,1.0,1694.76,672.4,1746.22,775.3,-1,cvat_keyframe
10,5,5,2,1.0,1568.7,429.7,1598.9,502.3,-1,cvat_keyframe
10,6,6,1,1.0,1404.5,365.01,1432.16,420.98,-1,cvat_keyframe
10,7,7,2,1.0,1254.64,337.73,1278.74,394.49,-1,cvat_keyframe
10,8,8,2,1.0,677.75,316.31,699.23,366.19,-1,cvat_keyframe
10,9,9,2,1.0,431.95,378.99,470.55,443.27,-1,cvat_keyframe
10,10,10,2,1.0,481.1,403.83,514.9,468.83,-1,cvat_keyframe
10,11,11,3,1.0,580.63,441.91,606.94,512.6,-1,cvat_keyframe
10,12,12,2,1.0,73.5,489.83,109.53,568.97,-1,cvat_keyframe
10,13,13,0,1.0,1265.96,385.18,1274.6,393.23,-1,cvat_keyframe
10,15,15,2,1.0,996.8,438.7,1021.8,508.74,-1,cvat_keyframe
11,0,0,2,1.0,1090.39,634.41,1131.12,728.64,-1,cvat_interp
11,1,1,2,1.0,665.22,498.03,691.62,570.42,-1,cvat_interp
11,2,2,2,1.0,804.72,407.56,827.99,472.98,-1,cvat_interp
11,3,3,2,1.0,899.38,409.46,922.87,474.65,-1,cvat_interp
11,4,4,2,1.0,1694.92,673.38,1746.37,775.76,-1,cvat_interp
11,5,5,2,1.0,1567.81,430.41,1598.01,502.58,-1,cvat_interp
11,6,6,1,1.0,1404.28,365.63,1431.94,421.6,-1,cvat_interp
11,7,7,2,1.0,1254.54,338.5,1278.44,394.79,-1,cvat_interp
11,8,8,2,1.0,677.04,316.23,698.52,366.12,-1,cvat_interp
11,9,9,2,1.0,431.34,379.47,469.22,443.75,-1,cvat_interp
11,10,10,2,1.0,480.14,404.31,513.94,469.31,-1,cvat_interp
11,11,11,3,1.0,580.76,442.6,607.36,513.29,-1,cvat_interp
11,12,12,2,1.0,73.74,489.95,109.77,569.09,-1,cvat_interp
11,13,13,0,1.0,1264.43,385.85,1273.07,393.9,-1,cvat_interp
11,15,15,2,1.0,996.8,439.53,1021.8,509.71,-1,cvat_interp
12,0,0,2,1.0,1089.79,635.27,1130.51,728.64,-1,cvat_interp
12,1,1,2,1.0,665.91,498.03,692.31,570.42,-1,cvat_interp
12,2,2,2,1.0,803.23,407.82,827.77,473.25,-1,cvat_interp
12,3,3,2,1.0,899.76,409.71,923.25,474.9,-1,cvat_interp
12,4,4,2,1.0,1695.07,674.36,1746.52,776.21,-1,cvat_interp
12,5,5,2,1.0,1566.92,431.12,1597.12,502.86,-1,cvat_interp
12,6,6,1,1.0,1404.05,366.24,1431.72,422.21,-1,cvat_interp
12,7,7,2,1.0,1254.43,339.28,1278.14,395.09,-1,cvat_interp
12,8,8,2,1.0,676.33,316.16,697.81,366.04,-1,cvat_interp
12,9,9,2,1.0,430.74,379.96,467.89,444.24,-1,cvat_interp
12,10,10,2,1.0,479.18,404.79,512.98,469.79,-1,cvat_interp
12,11,11,3,1.0,580.9,443.28,607.77,513.97,-1,cvat_interp
12,12,12,2,1.0,73.98,490.07,110.01,569.21,-1,cvat_interp
12,13,13,0,1.0,1262.9,386.52,1271.53,394.57,-1,cvat_interp
12,15,15,2,1.0,996.8,440.36,1021.8,510.67,-1,cvat_interp
13,0,0,2,1.0,1089.18,636.12,1129.9,728.64,-1,cvat_interp
13,1,1,2,1.0,666.59,498.03,692.99,570.42,-1,cvat_interp
13,2,2,2,1.0,801.74,408.08,827.55,473.51,-1,cvat_interp
13,3,3,2,1.0,900.13,409.96,923.62,475.15,-1,cvat_interp
13,4,4,2,1.0,1695.22,675.34,1746.67,776.67,-1,cvat_interp
13,5,5,2,1.0,1566.03,431.83,1596.23,503.14,-1,cvat_interp
13,6,6,1,1.0,1403.83,366.85,1431.49,422.82,-1,cvat_interp
13,7,7,2,1.0,1254.32,340.06,1277.84,395.39,-1,cvat_interp
13,8,8,2,1.0,675.62,316.08,697.1,365.97,-1,cvat_interp
13,9,9,2,1.0,430.13,380.44,466.56,444.72,-1,cvat_interp
13,10,10,2,1.0,478.22,405.27,512.02,470.27,-1,cvat_interp
13,11,11,3,1.0,581.04,443.97,608.19,514.66,-1,cvat_interp
13,12,12,2,1.0,74.23,490.19,110.25,569.33,-1,cvat_interp
13,13,13,0,1.0,1261.37,387.19,1270.0,395.24,-1,cvat_interp
13,15,15,2,1.0,996.8,441.19,1021.8,511.64,-1,cvat_interp
14,0,0,2,1.0,1088.58,636.97,1129.3,728.64,-1,cvat_interp
14,1,1,2,1.0,667.28,498.03,693.68,570.42,-1,cvat_interp
14,2,2,2,1.0,800.25,408.34,827.33,473.77,-1,cvat_interp
14,3,3,2,1.0,900.5,410.22,923.99,475.41,-1,cvat_interp
14,4,4,2,1.0,1695.37,676.32,1746.82,777.12,-1,cvat_interp
14,5,5,2,1.0,1565.13,432.54,1595.33,503.41,-1,cvat_interp
14,6,6,1,1.0,1403.61,367.46,1431.27,423.43,-1,cvat_interp
14,7,7,2,1.0,1254.21,340.84,1277.54,395.69,-1,cvat_interp
14,8,8,2,1.0,674.91,316.01,696.39,365.89,-1,cvat_interp
14,9,9,2,1.0,429.53,380.92,465.23,445.2,-1,cvat_interp
14,10,10,2,1.0,477.26,405.75,511.06,470.75,-1,cvat_interp
14,11,11,3,1.0,581.18,444.66,608.6,515.34,-1,cvat_interp
14,12,12,2,1.0,74.47,490.31,110.49,569.46,-1,cvat_interp
14,13,13,0,1.0,1259.83,387.86,1268.47,395.91,-1,cvat_interp
14,15,15,2,1.0,996.8,442.02,1021.8,512.61,-1,cvat_interp
15,0,0,2,1.0,1087.97,637.83,1128.69,728.64,-1,cvat_interp
15,1,1,2,1.0,667.96,498.03,694.36,570.42,-1,cvat_interp
15,2,2,2,1.0,798.76,408.6,827.11,474.03,-1,cvat_interp
15,3,3,2,1.0,900.88,410.47,924.37,475.66,-1,cvat_interp
15,4,4,2,1.0,1695.52,677.3,1746.97,777.58,-1,cvat_interp
15,5,5,2,1.0,1564.24,433.25,1594.44,503.69,-1,cvat_interp
15,6,6,1,1.0,1403.39,368.08,1431.05,424.05,-1,cvat_interp
15,7,7,2,1.0,1254.1,341.61,1277.23,396.0,-1,cvat_interp
15,8,8,2,1.0,674.2,315.93,695.68,365.82,-1,cvat_interp
15,9,9,2,1.0,428.92,381.41,463.9,445.69,-1,cvat_interp
15,10,10,2,1.0,476.3,406.23,510.1,471.23,-1,cvat_interp
15,11,11,3,1.0,581.31,445.34,609.02,516.03,-1,cvat_interp
15,12,12,2,1.0,74.71,490.43,110.73,569.58,-1,cvat_interp
15,13,13,0,1.0,1258.3,388.53,1266.94,396.57,-1,cvat_interp
15,15,15,2,1.0,996.8,442.85,1021.8,513.57,-1,cvat_interp
16,0,0,2,1.0,1087.36,638.68,1128.09,728.64,-1,cvat_interp
16,1,1,2,1.0,668.65,498.03,695.05,570.42,-1,cvat_interp
16,2,2,2,1.0,797.26,408.86,826.89,474.29,-1,cvat_interp
16,3,3,2,1.0,901.25,410.72,924.74,475.91,-1,cvat_interp
16,4,4,2,1.0,1695.67,678.28,1747.12,778.03,-1,cvat_interp
16,5,5,2,1.0,1563.35,433.96,1593.55,503.97,-1,cvat_interp
16,6,6,1,1.0,1403.16,368.69,1430.83,424.66,-1,cvat_interp
16,7,7,2,1.0,1254.0,342.39,1276.93,396.3,-1,cvat_interp
16,8,8,2,1.0,673.49,315.86,694.97,365.74,-1,cvat_interp
16,9,9,2,1.0,428.32,381.89,462.57,446.17,-1,cvat_interp
16,10,10,2,1.0,475.34,406.71,509.14,471.71,-1,cvat_interp
16,11,11,3,1.0,581.45,446.03,609.44,516.72,-1,cvat_interp
16,12,12,2,1.0,74.95,490.55,110.98,569.7,-1,cvat_interp
16,13,13,0,1.0,1256.77,389.2,1265.4,397.24,-1,cvat_interp
16,15,15,2,1.0,996.8,443.68,1021.8,514.54,-1,cvat_interp
17,0,0,2,1.0,1086.76,639.54,1127.48,728.64,-1,cvat_interp
17,1,1,2,1.0,669.33,498.03,695.73,570.42,-1,cvat_interp
17,2,2,2,1.0,795.77,409.12,826.66,474.55,-1,cvat_interp
17,3,3,2,1.0,901.62,410.98,925.11,476.16,-1,cvat_interp
17,4,4,2,1.0,1695.82,679.26,1747.28,778.49,-1,cvat_interp
17,5,5,2,1.0,1562.46,434.67,1592.66,504.25,-1,cvat_interp
17,6,6,1,1.0,1402.94,369.3,1430.6,425.27,-1,cvat_interp
17,7,7,2,1.0,1253.89,343.17,1276.63,396.6,-1,cvat_interp
17,8,8,2,1.0,672.78,315.78,694.27,365.67,-1,cvat_interp
17,9,9,2,1.0,427.71,382.37,461.24,446.65,-1,cvat_interp
17,10,10,2,1.0,474.38,407.19,508.18,472.19,-1,cvat_interp
17,11,11,3,1.0,581.59,446.71,609.85,517.4,-1,cvat_interp
17,12,12,2,1.0,75.19,490.67,111.22,569.82,-1,cvat_interp
17,13,13,0,1.0,1255.24,389.87,1263.87,397.91,-1,cvat_interp
17,15,15,2,1.0,996.8,444.52,1021.8,515.5,-1,cvat_interp
18,0,0,2,1.0,1086.15,640.39,1126.87,728.64,-1,cvat_interp
18,1,1,2,1.0,670.02,498.03,696.42,570.42,-1,cvat_interp
18,2,2,2,1.0,794.28,409.38,826.44,474.81,-1,cvat_interp
18,3,3,2,1.0,902.0,411.23,925.49,476.42,-1,cvat_interp
18,4,4,2,1.0,1695.98,680.24,1747.43,778.94,-1,cvat_interp
18,5,5,2,1.0,1561.57,435.38,1591.77,504.53,-1,cvat_interp
18,6,6,1,1.0,1402.72,369.92,1430.38,425.89,-1,cvat_interp
18,7,7,2,1.0,1253.78,343.95,1276.33,396.9,-1,cvat_interp
18,8,8,2,1.0,672.07,315.71,693.56,365.59,-1,cvat_interp
18,9,9,2,1.0,427.11,382.85,459.92,447.14,-1,cvat_interp
18,10,10,2,1.0,473.42,407.67,507.22,472.67,-1,cvat_interp
18,11,11,3,1.0,581.72,447.4,610.27,518.09,-1,cvat_interp
18,12,12,2,1.0,75.43,490.79,111.46,569.94,-1,cvat_interp
18,13,13,0,1.0,1253.7,390.54,1262.34,398.58,-1,cvat_interp
18,15,15,2,1.0,996.8,445.35,1021.8,516.47,-1,cvat_interp
19,0,0,2,1.0,1085.54,641.25,1126.27,728.64,-1,cvat_interp
19,1,1,2,1.0,670.71,498.03,697.11,570.42,-1,cvat_interp
19,2,2,2,1.0,792.79,409.65,826.22,475.07,-1,cvat_interp
19,3,3,2,1.0,902.37,411.48,925.86,476.67,-1,cvat_interp
19,4,4,2,1.0,1696.13,681.22,1747.58,779.4,-1,cvat_interp
19,5,5,2,1.0,1560.68,436.09,1590.88,504.81,-1,cvat_interp
19,6,6,1,1.0,1402.49,370.53,1430.16,426.5,-1,cvat_interp
19,7,7,2,1.0,1253.67,344.72,1276.02,397.2,-1,cvat_interp
19,8,8,2,1.0,671.36,315.63,692.85,365.52,-1,cvat_interp
19,9,9,2,1.0,426.5,383.34,458.59,447.62,-1,cvat_interp
19,10,10,2,1.0,472.46,408.15,506.26,473.15,-1,cvat_interp
19,11,11,3,1.0,581.86,448.08,610.68,518.77,-1,cvat_interp
19,12,12,2,1.0,75.68,490.91,111.7,570.06,-1,cvat_interp
19,13,13,0,1.0,1252.17,391.2,1260.81,399.25,-1,cvat_interp
19,15,15,2,1.0,996.8,446.18,1021.8,517.43,-1,cvat_interp
20,0,0,2,1.0,1084.94,642.1,1125.66,728.64,-1,cvat_keyframe
20,1,1,2,1.0,671.39,498.03,697.79,570.42,-1,cvat_keyframe
20,2,2,2,1.0,791.3,409.91,826.0,475.34,-1,cvat_keyframe
20,3,3,2,1.0,902.74,411.74,926.23,476.92,-1,cvat_keyframe
20,4,4,2,1.0,1696.28,682.2,1747.73,779.85,-1,cvat_keyframe
20,5,5,2,1.0,1559.79,436.8,1589.98,505.09,-1,cvat_keyframe
20,6,6,1,1.0,1402.27,371.14,1429.93,427.11,-1,cvat_keyframe
20,7,7,2,1.0,1253.57,345.5,1275.72,397.5,-1,cvat_keyframe
20,8,8,2,1.0,670.65,315.56,692.14,365.45,-1,cvat_keyframe
20,9,9,2,1.0,425.9,383.82,457.26,448.1,-1,cvat_keyframe
20,10,10,2,1.0,471.5,408.62,505.3,473.63,-1,cvat_keyframe
20,11,11,3,1.0,582.0,448.77,611.1,519.46,-1,cvat_keyframe
20,12,12,2,1.0,75.92,491.04,111.94,570.18,-1,cvat_keyframe
20,13,13,0,1.0,1250.64,391.87,1259.27,399.92,-1,cvat_keyframe
20,15,15,2,1.0,996.8,447.01,1021.8,518.4,-1,cvat_keyframe
21,0,0,2,1.0,1083.4,642.44,1124.12,729.61,-1,cvat_interp
21,1,1,2,1.0,671.9,498.54,698.3,570.93,-1,cvat_interp
21,2,2,2,1.0,790.85,410.47,824.02,475.9,-1,cvat_interp
21,3,3,2,1.0,902.69,412.13,926.18,477.32,-1,cvat_interp
21,4,4,2,1.0,1697.3,682.19,1748.75,780.36,-1,cvat_interp
21,5,5,2,1.0,1558.52,437.51,1588.72,506.23,-1,cvat_interp
21,6,6,1,1.0,1401.54,371.91,1429.2,428.07,-1,cvat_interp
21,7,7,2,1.0,1252.47,346.45,1274.63,398.45,-1,cvat_interp
21,8,8,2,1.0,669.76,316.82,691.25,366.7,-1,cvat_interp
21,9,9,2,1.0,425.0,384.75,456.36,448.49,-1,cvat_interp
21,10,10,2,1.0,470.73,409.52,504.54,474.53,-1,cvat_interp
21,11,11,3,1.0,581.61,449.15,610.72,519.84,-1,cvat_interp
21,12,12,2,1.0,75.92,491.74,111.94,570.88,-1,cvat_interp
21,13,13,0,1.0,1248.92,392.79,1257.55,400.78,-1,cvat_interp
21,15,15,2,1.0,996.16,448.05,1021.16,519.44,-1,cvat_interp
22,0,0,2,1.0,1081.87,642.78,1122.59,730.59,-1,cvat_interp
22,1,1,2,1.0,672.41,499.05,698.81,571.44,-1,cvat_interp
22,2,2,2,1.0,790.4,411.04,822.04,476.47,-1,cvat_interp
22,3,3,2,1.0,902.63,412.53,926.12,477.71,-1,cvat_interp
22,4,4,2,1.0,1698.33,682.17,1749.78,780.88,-1,cvat_interp
22,5,5,2,1.0,1557.25,438.22,1587.45,507.37,-1,cvat_interp
22,6,6,1,1.0,1400.8,372.67,1428.47,429.03,-1,cvat_interp
22,7,7,2,1.0,1251.38,347.4,1273.54,399.4,-1,cvat_interp
22,8,8,2,1.0,668.87,318.07,690.35,367.96,-1,cvat_interp
22,9,9,2,1.0,424.11,385.68,455.47,448.87,-1,cvat_interp
22,10,10,2,1.0,469.97,410.42,503.77,475.42,-1,cvat_interp
22,11,11,3,1.0,581.23,449.54,610.33,520.23,-1,cvat_interp
22,12,12,2,1.0,75.92,492.44,111.94,571.58,-1,cvat_interp
22,13,13,0,1.0,1247.2,393.7,1255.83,401.64,-1,cvat_interp
22,15,15,2,1.0,995.52,449.09,1020.52,520.48,-1,cvat_interp
23,0,0,2,1.0,1080.33,643.12,1121.05,731.56,-1,cvat_interp
23,1,1,2,1.0,672.93,499.56,699.33,571.95,-1,cvat_interp
23,2,2,2,1.0,789.95,411.6,820.06,477.03,-1,cvat_interp
23,3,3,2,1.0,902.57,412.92,926.06,478.11,-1,cvat_interp
23,4,4,2,1.0,1699.35,682.16,1750.8,781.39,-1,cvat_interp
23,5,5,2,1.0,1555.98,438.93,1586.18,508.51,-1,cvat_interp
23,6,6,1,1.0,1400.07,373.44,1427.73,429.99,-1,cvat_interp
23,7,7,2,1.0,1250.29,348.35,1272.44,400.35,-1,cvat_interp
23,8,8,2,1.0,667.98,319.33,689.46,369.22,-1,cvat_interp
23,9,9,2,1.0,423.21,386.6,454.57,449.25,-1,cvat_interp
